Full,ADJ,O
story,NOUN,O
to,PART,O
##END,###,O
Driven,VERB,O
by,ADP,O
a,DET,O
233MHz,NUM,O
Pentium,PROPN,B-PDT
MMX,PROPN,L-PDT
',PUNCT,O
Tillamook,PROPN,U-PDT
',PUNCT,O
processor,NOUN,O
",",PUNCT,O
the,DET,O
770,NUM,O
packs,NOUN,O
a,DET,O
14.1-inch,SYM,O
1024,NUM,O
x,SYM,O
768,NUM,O
screen,NOUN,O
and,CONJ,O
up,ADP,O
to,ADP,O
10.2Gb,NUM,O
of,ADP,O
internal,ADJ,O
secondary,ADJ,O
storage,NOUN,O
when,ADV,O
two,NUM,O
bays,NOUN,O
are,VERB,O
loaded,VERB,O
##END,###,O
Also,ADV,O
included,VERB,O
are,VERB,O
a,DET,O
DVD,NOUN,O
-,PUNCT,O
ROM,NOUN,O
drive,NOUN,O
(,PUNCT,O
or,CONJ,O
20-speed,NUM,O
CD,NOUN,O
-,PUNCT,O
ROM,NOUN,O
drive,NOUN,O
),PUNCT,O
",",PUNCT,O
MPEG-2,PROPN,O
hardware,NOUN,O
encoder/decoder,NOUN,O
",",PUNCT,O
Dolby,PROPN,U-PDT
digital,ADJ,O
surround,VERB,O
audio,NOUN,O
and,CONJ,O
two,NUM,O
USB,NOUN,O
ports,NOUN,O
##END,###,O
When,ADV,O
docked,VERB,O
",",PUNCT,O
the,DET,O
770,PROPN,U-PDT
supports,VERB,O
Wake,PROPN,O
-,PUNCT,O
On,PROPN,O
-,PUNCT,O
LAN,PROPN,U-PDT
remote,VERB,O
access,NOUN,O
to,ADP,O
networked,ADJ,O
PCs,NOUN,O
for,ADP,O
IT,NOUN,O
management,NOUN,O
##END,###,O
"""",PUNCT,O
We,PRON,O
've,VERB,O
lost,VERB,O
the,DET,O
innovative,ADJ,O
leadership,NOUN,O
position,NOUN,O
in,ADP,O
notebooks,NOUN,O
to,ADP,O
Toshiba,PROPN,U-COM
recently,ADV,O
so,ADP,O
we,PRON,O
asked,VERB,O
our,ADJ,O
developers,NOUN,O
to,PART,O
really,ADV,O
pull,VERB,O
out,PART,O
the,DET,O
stops,NOUN,O
on,ADP,O
this,DET,O
one,NOUN,O
",",PUNCT,O
"""",PUNCT,O
said,VERB,O
Nick,PROPN,B-PPL
Eades,PROPN,L-PPL
",",PUNCT,O
product,NOUN,O
marketing,NOUN,O
manager,NOUN,O
for,ADP,O
PC,NOUN,O
products,NOUN,O
at,ADP,O
IBM,PROPN,U-COM
##END,###,O
A,DET,O
straw,NOUN,O
poll,NOUN,O
of,ADP,O
IT,NOUN,O
directors,NOUN,O
last,ADJ,B-DAT
year,NOUN,L-DAT
found,VERB,O
derision,NOUN,O
in,ADP,O
the,DET,O
masses,NOUN,O
for,ADP,O
Windows,PROPN,B-PDT
2000,NUM,L-PDT
",",PUNCT,O
with,ADP,O
only,ADV,O
a,DET,O
few,ADJ,O
exceptions,NOUN,O
##END,###,O
Dominic,PROPN,B-PPL
Maher,PROPN,L-PPL
