Earlier,ADV,O
this,DET,B-DAT
week,NOUN,L-DAT
",",PUNCT,O
I,PRON,O
sat,VERB,O
down,PART,O
with,ADP,O
Steve,PROPN,B-PPL
Garrity,PROPN,L-PPL
",",PUNCT,O
co,PROPN,O
-,PUNCT,O
founder,NOUN,O
and,CONJ,O
CTO,PROPN,O
of,ADP,O
Hearsay,PROPN,B-COM
Social,PROPN,L-COM
##END,###,O
Steve,PROPN,U-PPL
shares,VERB,O
his,ADJ,O
thoughts,NOUN,O
and,CONJ,O
learning,VERB,O
from,ADP,O
managing,VERB,O
an,DET,O
engineer,NOUN,O
-,PUNCT,O
driven,VERB,O
company,NOUN,O
that,ADJ,O
expanded,VERB,O
from,ADP,O
zero,NUM,O
to,ADP,O
one,NUM,O
hundred,NUM,O
in,ADP,O
three,NUM,O
years,NOUN,O
##END,###,O
He,PRON,O
gives,VERB,O
input,NOUN,O
on,ADP,O
important,ADJ,O
hires,NOUN,O
in,ADP,O
the,DET,O
early,ADJ,O
startup,NOUN,O
stages,NOUN,O
and,CONJ,O
how,ADV,O
he,PRON,O
transitioned,VERB,O
from,ADP,O
running,VERB,O
engineering,NOUN,O
to,ADP,O
a,DET,O
new,ADJ,O
VP,PROPN,O
of,ADP,O
Engineering,PROPN,O
that,ADJ,O
he,PRON,O
hired,VERB,O
##END,###,O
Hearsay,PROPN,B-COM
Social,PROPN,L-COM
helps,VERB,O
large,ADJ,O
companies,NOUN,O
manage,VERB,O
compliance,NOUN,O
",",PUNCT,O
marketing,NOUN,O
",",PUNCT,O
and,CONJ,O
sales,NOUN,O
on,ADP,O
social,ADJ,O
media,NOUN,O
platforms,NOUN,O
like,ADP,O
Facebook,PROPN,U-PDT
",",PUNCT,O
LinkedIn,PROPN,U-PDT
",",PUNCT,O
Twitter,PROPN,U-PDT
",",PUNCT,O
Google+,PROPN,U-PDT
",",PUNCT,O
and,CONJ,O
Foursquare,PROPN,U-PDT
##END,###,O
Michael,PROPN,B-PPL
Abbott,PROPN,L-PPL
is,VERB,O
a,DET,O
general,ADJ,O
partner,NOUN,O
at,ADP,O
Kleiner,PROPN,B-COM
Perkins,PROPN,I-COM
Caufield,PROPN,I-COM
&,CONJ,I-COM
Byers,PROPN,L-COM
",",PUNCT,O
previously,ADV,O
Twitter,PROPN,U-COM
’s,PROPN,O
VP,PROPN,O
of,ADP,O
Engineering,PROPN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
founder,NOUN,O
himself,PRON,O
##END,###,O
But,CONJ,O
if,ADP,O
you,PRON,O
had,VERB,O
to,PART,O
pick,VERB,O
one,NUM,O
",",PUNCT,O
there,ADV,O
’s,ADJ,O
a,DET,O
good,ADJ,O
chance,NOUN,O
you,PRON,O
’d,VERB,O
think,VERB,O
of,ADP,O
Tonchidot,PROPN,U-COM
",",PUNCT,O
the,DET,O
startup,NOUN,O
behind,ADP,O
the,DET,O
Sekai,PROPN,B-PDT
Camera,PROPN,L-PDT
##END,###,O
The,DET,O
result,NOUN,O
was,VERB,O
hilarious,ADJ,O
",",PUNCT,O
but,CONJ,O
there,ADV,O
were,VERB,O
some,DET,O
who,NOUN,O
wondered,VERB,O
if,ADP,O
the,DET,O
technology,NOUN,O
behind,ADP,O
the,DET,O
company,NOUN,O
was,VERB,O
the,DET,O
real,ADJ,O
deal,NOUN,O
.,PUNCT,O
##END,###,O
And,CONJ,O
the,DET,O
company,NOUN,O
has,VERB,O
closed,VERB,O
a,DET,O
$,SYM,B-MON
4,NUM,I-MON
million,NUM,L-MON
