I,PRON,O
’m,VERB,O
at,ADP,O
the,DET,O
Waggener,PROPN,O
-,PUNCT,O
Edstrom,PROPN,O
blogger,NOUN,O
lounge,NOUN,O
at,ADP,O
the,DET,O
Venetian,PROPN,O
and,CONJ,O
they,PRON,O
’ve,VERB,O
got,VERB,O
the,DET,O
highly,ADV,O
-,PUNCT,O
anticipated,VERB,O
Microsoft,PROPN,U-COM
Windows,PROPN,B-PDT
Home,PROPN,I-PDT
Server,PROPN,L-PDT
##END,###,O
with,ADP,O
up,ADP,O
to,PART,O
10,NUM,O
users,NOUN,O
wirelessly,ADV,O
and,CONJ,O
can,VERB,O
access,VERB,O
your,ADJ,O
files,NOUN,O
anywhere,ADV,O
in,ADP,O
the,DET,O
world,NOUN,O
via,ADP,O
a,DET,O
free,ADJ,O
personalized,ADJ,O
domain,NOUN,O
##END,###,O
Microsoft,PROPN,U-COM
is,VERB,O
actually,ADV,O
using,VERB,O
these,DET,O
as,ADP,O
OEM,PROPN,U-COM
devices,NOUN,O
and,CONJ,O
customizing,VERB,O
them,PRON,O
to,ADP,O
different,ADJ,O
manufacturers,NOUN,O
needs,VERB,O
##END,###,O
HP,PROPN,U-COM
is,VERB,O
releasing,VERB,O
their,ADJ,O
version,NOUN,O
in,ADP,B-DAT
Q2,PROPN,I-DAT
this,DET,I-DAT
year,NOUN,L-DAT
with,ADP,O
a,DET,O
storage,NOUN,O
capacity,NOUN,O
between,ADP,O
500,NUM,O
GB,NOUN,O
and,CONJ,O
1,NUM,B-PDT
TB,PROPN,L-PDT
##END,###,O
Smartphone,NOUN,O
-,PUNCT,O
maker,NOUN,O
OnePlus,PROPN,U-COM
just,ADV,O
released,VERB,O
the,DET,O
initial,ADJ,O
version,NOUN,O
of,ADP,O
OxygenOS,PROPN,U-PDT
",",PUNCT,O
its,ADJ,O
forked,VERB,O
version,NOUN,O
of,ADP,O
Android,PROPN,B-PDT
Lollipop,PROPN,L-PDT
",",PUNCT,O
optimized,VERB,O
for,ADP,O
its,ADJ,O
OnePlus,PROPN,B-PDT
One,NUM,L-PDT
phone,NOUN,O
##END,###,O
News,NOUN,O
that,ADJ,O
OnePlus,PROPN,U-COM
was,VERB,O
working,VERB,O
on,ADP,O
the,DET,O
operating,NOUN,O
system,NOUN,O
broke,VERB,O
in,ADP,O
January,PROPN,U-DAT
",",PUNCT,O
after,ADP,O
a,DET,O
split,NOUN,O
with,ADP,O
partner,NOUN,O
Cyanogen,PROPN,U-COM
##END,###,O
By,ADP,O
creating,VERB,O
our,ADJ,O
own,ADJ,O
operating,NOUN,O
system,NOUN,O
",",PUNCT,O
we,PRON,O
can,VERB,O
quickly,ADV,O
respond,VERB,O
to,ADP,O
user,NOUN,O
feedback,NOUN,O
and,CONJ,O
make,VERB,O
it,PRON,O
easier,ADJ,O
for,ADP,O
you,PRON,O
to,PART,O
continue,VERB,O
playing,VERB,O
a,DET,O
fundamental,ADJ,O
role,NOUN,O
in,ADP,O
the,DET,O
future,NOUN,O
of,ADP,O
OnePlus,PROPN,U-COM
##END,###,O
Our,ADJ,O
goal,NOUN,O
for,ADP,O
OxygenOS,PROPN,U-PDT
is,VERB,O
to,PART,O
provide,VERB,O
faster,ADV,O
",",PUNCT,O
more,ADV,O
meaningful,ADJ,O
updates,NOUN,O
and,CONJ,O
a,DET,O
better,ADJ,O
-,PUNCT,O
integrated,VERB,O
range,NOUN,O
of,ADP,O
services,NOUN,O
for,ADP,O
every,DET,O
OnePlus,PROPN,U-COM
user,NOUN,O
##END,###,O
You,PRON,O
can,VERB,O
download,VERB,O
OxygenOS,PROPN,U-PDT
here,ADV,O
##END,###,O
Israeli,ADJ,O
indie,NOUN,O
mobile,ADJ,O
games,NOUN,O
studio,NOUN,O
",",PUNCT,O
PlayArt,PROPN,B-COM
Labs,PROPN,L-COM
",",PUNCT,O
has,VERB,O
its,ADJ,O
eye,NOUN,O
on,ADP,O
the,DET,O
educational,ADJ,O
gaming,NOUN,O
space,NOUN,O
",",PUNCT,O
with,ADP,O
a,DET,O
special,ADJ,O
focus,NOUN,O
on,ADP,O
tapping,VERB,O
into,ADP,O
cultural,ADJ,O
learning,NOUN,O
##END,###,O
Artistico,PROPN,U-COM
has,VERB,O
garnered,VERB,O
 ,SPACE,O
"10,000",NUM,O
+,SYM,O
downloads,NOUN,O
since,ADP,O
launching,VERB,O
on,ADP,O
the,DET,O
iPad,NOUN,U-PDT
in,ADP,O
July,PROPN,U-DAT
",",PUNCT,O
and,CONJ,O
has,VERB,O
some,DET,O
"1,100",NUM,O
monthly,ADJ,O
active,ADJ,O
users,NOUN,O
who,NOUN,O
spend,VERB,O
more,ADJ,O
than,ADP,O
five,NUM,O
minutes,NOUN,O
playing,VERB,O
per,ADP,O
session,NOUN,O
.,PUNCT,O
##END,###,O
PlayArt,PROPN,B-COM
Labs,PROPN,L-COM
is,VERB,O
 ,SPACE,O
now,ADV,O
expanding,VERB,O
that,ADP,O
reach,NOUN,O
",",PUNCT,O
with,ADP,O
the,DET,O
launch,NOUN,O
later,ADV,O
today,NOUN,U-DAT
of,ADP,O
an,DET,O
iPhone,PROPN,U-PDT
version,NOUN,O
—,PUNCT,O
even,ADV,O
as,ADP,O
it,PRON,O
shrinks,VERB,O
the,DET,O
size,NOUN,O
of,ADP,O
the,DET,O
masterpieces,NOUN,O
on,ADP,O
display,NOUN,O
to,PART,O
fit,VERB,O
the,DET,O
iPhone,PROPN,U-PDT
’s,PROPN,O
smaller,ADJ,O
pane,NOUN,O
(,PUNCT,O
thereby,ADV,O
reducing,VERB,O
the,DET,O
game,NOUN,O
’s,CONJ,O
aesthetic,ADJ,O
enjoyment,NOUN,O
a,DET,O
tad,NOUN,O
),PUNCT,O
##END,###,O
The,DET,O
more,ADV,O
discerning,VERB,O
the,DET,O
gamer,NOUN,O
’s,PROPN,O
eye,NOUN,O
",",PUNCT,O
the,DET,O
faster,ADV,O
they,PRON,O
can,VERB,O
pattern,VERB,O
match,NOUN,O
and,CONJ,O
the,DET,O
higher,ADJ,O
their,ADJ,O
score,NOUN,O
since,ADP,O
they,PRON,O
’re,VERB,O
playing,VERB,O
against,ADP,O
the,DET,O
clock,NOUN,O
##END,###,O
Some,DET,O
screenshots,NOUN,O
from,ADP,O
the,DET,O
Artistico,PROPN,U-PDT
iPhone,PROPN,U-PDT
app,NOUN,O
follow,NOUN,O
below,ADV,O
##END,###,O
It,PRON,O
’s,VERB,O
this,DET,O
educational,ADJ,O
tone,NOUN,O
that,ADJ,O
PlayArt,PROPN,B-COM
Labs,PROPN,L-COM
is,VERB,O
hoping,VERB,O
will,VERB,O
help,VERB,O
it,PRON,O
stand,VERB,O
out,PART,O
in,ADP,O
the,DET,O
crowded,ADJ,O
mobile,ADJ,O
gaming,NOUN,O
space,NOUN,O
##END,###,O
PlayArt,PROPN,B-COM
Labs,PROPN,L-COM
has,VERB,O
also,ADV,O
partnered,VERB,O
with,ADP,O
an,DET,O
online,ADJ,O
art,NOUN,O
community,NOUN,O
",",PUNCT,O
called,VERB,O
MutualArt,PROPN,U-COM
",",PUNCT,O
to,PART,O
cross,VERB,O
-,PUNCT,O
promote,VERB,O
to,ADP,O
an,DET,O
art,NOUN,O
-,PUNCT,O
appreciating,VERB,O
audience,NOUN,O
",",PUNCT,O
and,CONJ,O
is,VERB,O
also,ADV,O
hoping,VERB,O
to,PART,O
partner,VERB,O
with,ADP,O
art,NOUN,O
galleries,NOUN,O
and,CONJ,O
art,NOUN,O
museums,NOUN,O
to,PART,O
incorporate,VERB,O
selected,VERB,O
works,NOUN,O
into,ADP,O
Artistico,PROPN,U-COM
—,PUNCT,O
again,ADV,O
as,ADP,O
another,DET,O
co,NOUN,O
-,PUNCT,O
promotion,NOUN,O
opportunity,NOUN,O
##END,###,O
Roots,NOUN,O
of,ADP,O
Modern,PROPN,B-PDT
Art’,PROPN,L-PDT
app,NOUN,O
free,ADJ,O
to,ADP,O
download,VERB,O
 ,SPACE,O
for,ADP,O
iPhone,PROPN,U-PDT
and,CONJ,O
iPad,PROPN,B-PDT
2,NUM,L-PDT
(,PUNCT,O
iOS,NOUN,B-PDT
6,NUM,L-PDT
and,CONJ,O
above,ADV,O
),PUNCT,O
",",PUNCT,O
with,ADP,O
eight,NUM,O
paintings,NOUN,O
on,ADP,O
board,NOUN,O
to,PART,O
play,VERB,O
##END,###,O
PlayArt,PROPN,B-COM
Labs,PROPN,L-COM
has,VERB,O
also,ADV,O
just,ADV,O
closed,VERB,O
a,DET,O
$,SYM,B-MON
"100,000",NUM,L-MON
private,ADJ,O
angel,NOUN,O
investors,NOUN,O
round,VERB,O
(,PUNCT,O
with,ADP,O
backing,NOUN,O
from,ADP,O
friends,NOUN,O
and,CONJ,O
family,NOUN,O
),PUNCT,O
—,PUNCT,O
which,ADJ,O
it,PRON,O
plans,VERB,O
to,PART,O
put,VERB,O
towards,ADP,O
product,NOUN,O
development,NOUN,O
on,ADP,O
this,DET,O
and,CONJ,O
future,ADJ,O
games,NOUN,O
",",PUNCT,O
including,VERB,O
launching,VERB,O
an,DET,O
Android,PROPN,U-PDT
version,NOUN,O
of,ADP,O
Artistico,PROPN,U-COM
",",PUNCT,O
as,ADV,O
well,ADV,O
as,ADP,O
spending,NOUN,O
on,ADP,O
marketing/partnerships,NOUN,O
##END,###,O
Future,ADJ,O
game,NOUN,O
ideas,NOUN,O
it,PRON,O
’s,X,O
toying,VERB,O
with,ADP,O
include,VERB,O
an,DET,O
orchestra,NOUN,O
conducting,VERB,O
game,NOUN,O
",",PUNCT,O
and,CONJ,O
a,DET,O
3D,NOUN,O
iPad,PROPN,U-PDT
app,NOUN,O
where,ADV,O
users,NOUN,O
can,VERB,O
assemble,VERB,O
a,DET,O
clock/watch,NOUN,O
from,ADP,O
scratch,NOUN,O
and,CONJ,O
then,ADV,O
purchase,VERB,O
the,DET,O
real,ADJ,O
thing,NOUN,O
when,ADV,O
complete,ADJ,O
",",PUNCT,O
it,PRON,O
tells,VERB,O
TechCrunch,PROPN,U-COM
##END,###,O
With,ADP,O
Samsung,PROPN,U-COM
’s,PROPN,O
 ,SPACE,O
recent,ADJ,O
announcement,NOUN,O
about,ADP,O
F400,PROPN,U-PDT
availability,NOUN,O
",",PUNCT,O
I,PRON,O
’m,VERB,O
guessing,VERB,O
you,PRON,O
guys,NOUN,O
might,VERB,O
want,VERB,O
some,DET,O
more,ADJ,O
F400,ADP,U-PDT
visual,ADJ,O
goodness,NOUN,O
##END,###,O
There,ADV,O
are,VERB,O
n’t,ADV,O
many,ADJ,O
photos,NOUN,O
of,ADP,O
the,DET,O
device,NOUN,O
floating,VERB,O
around,ADP,O
besides,ADP,O
the,DET,O
standard,ADJ,O
promo,NOUN,O
images,NOUN,O
",",PUNCT,O
but,CONJ,O
as,ADP,O
I,PRON,O
take,VERB,O
way,NOUN,O
",",PUNCT,O
way,ADV,O
too,ADV,O
many,ADJ,O
photos,NOUN,O
every,DET,O
time,NOUN,O
I,PRON,O
go,VERB,O
to,ADP,O
a,DET,O
show,NOUN,O
",",PUNCT,O
I,PRON,O
happened,VERB,O
to,PART,O
have,VERB,O
a,DET,O
few,ADJ,O
##END,###,O
Something,NOUN,O
tells,VERB,O
me,PRON,O
Brando,PROPN,U-GPE
does,VERB,O
n’t,ADV,O
have,VERB,O
that,DET,O
kind,NOUN,O
of,ADP,O
pull,NOUN,O
##END,###,O
I,PRON,O
could,VERB,O
put,VERB,O
Weenie,PROPN,O
and,CONJ,O
Tiny,PROPN,O
on,ADP,O
both,DET,O
side,NOUN,O
of,ADP,O
it,PRON,O
",",PUNCT,O
like,ADP,O
protective,ADJ,O
lions,NOUN,O
##END,###,O
I,PRON,O
KNOW,VERB,O
##END,###,O
From,ADP,O
the,DET,O
product,NOUN,O
page,NOUN,O
##END,###,O
Disney,PROPN,B-PDT
Princess,PROPN,I-PDT
USB,PROPN,I-PDT
Web,NOUN,I-PDT
Cam,PROPN,L-PDT
is,VERB,O
not,ADV,O
only,ADV,O
a,DET,O
Mirror,PROPN,O
",",PUNCT,O
but,CONJ,O
also,ADV,O
a,DET,O
web,NOUN,O
camera,NOUN,O
##END,###,O
The,DET,O
mirror,NOUN,O
contains,VERB,O
7,NUM,O
LED,NOUN,O
lights,NOUN,O
surrounding,VERB,O
##END,###,O
It,PRON,O
can,VERB,O
also,ADV,O
be,VERB,O
used,VERB,O
as,ADP,O
a,DET,O
spy,NOUN,O
web,NOUN,O
cam,NOUN,O
since,ADP,O
it,PRON,O
looks,VERB,O
like,ADP,O
a,DET,O
funny,ADJ,O
gadget,NOUN,O
more,ADJ,O
than,ADP,O
a,DET,O
webcam,NOUN,O
##END,###,O
Gamers,NOUN,O
who,NOUN,O
tried,VERB,O
