Yesterday,NOUN,U-DAT
we,PRON,O
had,VERB,O
the,DET,O
opportunity,NOUN,O
to,PART,O
play,VERB,O
with,ADP,O
the,DET,O
world,NOUN,O
’s,PART,O
first,ADJ,O
mass,NOUN,O
-,PUNCT,O
market,NOUN,O
light,NOUN,O
-,PUNCT,O
field,NOUN,O
camera,NOUN,O
",",PUNCT,O
the,DET,O
Lytro,PROPN,U-COM
.,PUNCT,O
##END,###,O
VP,PROPN,O
of,ADP,O
Marketing,PROPN,O
Kira,PROPN,B-PPL
Wampler,PROPN,L-PPL
ran,VERB,O
us,PRON,O
through,ADP,O
its,ADJ,O
paces,NOUN,O
as,ADP,O
we,PRON,O
learned,VERB,O
how,ADV,O
the,DET,O
camera,NOUN,O
grabs,VERB,O
not,ADV,O
only,ADV,O
the,DET,O
color,NOUN,O
and,CONJ,O
intensity,NOUN,O
but,CONJ,O
the,DET,O
direction,NOUN,O
of,ADP,O
light,NOUN,O
coming,VERB,O
in,ADV,O
from,ADP,O
a,DET,O
scene,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
product,NOUN,O
is,VERB,O
still,ADV,O
in,ADP,O
its,ADJ,O
infancy,NOUN,O
and,CONJ,O
it,PRON,O
will,VERB,O
soon,ADV,O
receive,VERB,O
a,DET,O
cool,ADJ,O
upgrade,NOUN,O
that,ADJ,O
will,VERB,O
allow,VERB,O
Lytro,PROPN,U-PDT
users,NOUN,O
to,PART,O
extrapolate,VERB,O
3D,NOUN,I-PDT
scenes,NOUN,O
from,ADP,O
standard,ADJ,O
Lytro,PROPN,U-PDT
pictures,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
device,NOUN,O
is,VERB,O
already,ADV,O
replacing,VERB,O
a,DET,O
room,NOUN,O
full,ADJ,O
of,ADP,O
cameras,NOUN,O
and,CONJ,O
electronics,NOUN,O
",",PUNCT,O
said,VERB,O
Wampler,PROPN,U-PPL
",",PUNCT,O
and,CONJ,O
now,ADV,O
the,DET,O
mini,ADJ,O
Lytro,PROPN,U-PDT
can,VERB,O
replace,VERB,O
bulky,ADJ,O
dual,ADJ,O
-,PUNCT,O
lens,NOUN,B-PDT
3D,NOUN,I-PDT
cameras,NOUN,L-PDT
.,PUNCT,O
##END,###,O
Changers,PROPN,U-COM
is,VERB,O
today,NOUN,O
launching,VERB,O
its,ADJ,O
new,ADJ,O
solar,ADJ,O
powered,ADJ,O
gadget,NOUN,O
-,PUNCT,O
charging,VERB,O
system,NOUN,O
designed,VERB,O
to,PART,O
power,VERB,O
up,PART,O
your,ADJ,O
USB,NOUN,U-PDT
devices,NOUN,O
",",PUNCT,O
including,VERB,O
iPhones,NOUN,U-PDT
",",PUNCT,O
iPods,PROPN,U-PDT
",",PUNCT,O
Android,PROPN,U-PDT
phones,NOUN,O
and,CONJ,O
Kindles,PROPN,U-PDT
",",PUNCT,O
using,VERB,O
a,DET,O
simple,ADJ,O
",",PUNCT,O
one,NUM,O
-,PUNCT,O
button,NOUN,O
device,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,B-PDT
Changers,PROPN,I-PDT
Starter,PROPN,I-PDT
Kit,PROPN,L-PDT
",",PUNCT,O
which,ADJ,O
includes,VERB,O
the,DET,O
company,NOUN,O
’s,PROPN,O
“,PUNCT,B-PDT
Kalhuohfummi,PROPN,B-PDT
”,PUNCT,I-PDT
(,PUNCT,I-PDT
TM,PROPN,I-PDT
),PUNCT,L-PDT
solar,ADJ,O
battery,NOUN,U-PDT
and,CONJ,O
Changers,PROPN,U-COM
“,PUNCT,O
Maroshi,PROPN,B-PDT
”,PUNCT,I-PDT
(,PUNCT,I-PDT
TM,PROPN,I-PDT
),PUNCT,L-PDT
solar,ADJ,O
module,NOUN,O
",",PUNCT,O
can,VERB,O
generate,VERB,O
up,ADP,O
to,ADP,O
four,NUM,O
Watts,PROPN,O
per,ADP,O
hour,NOUN,O
.,PUNCT,O
##END,###,O
The,DET,O
system,NOUN,O
has,VERB,O
a,DET,O
social,ADJ,O
element,NOUN,O
",",PUNCT,O
too,ADV,O
.,PUNCT,O
##END,###,O
It,PRON,O
uploads,VERB,O
how,ADV,O
much,ADJ,O
power,NOUN,O
it,PRON,O
has,VERB,O
generated,VERB,O
to,ADP,O
an,DET,O
online,ADJ,O
energy,NOUN,O
marketplace,NOUN,O
at,ADP,O
Changers.com,PROPN,U-PDT
where,ADV,O
you,PRON,O
can,VERB,O
compare,VERB,O
and,CONJ,O
share,VERB,O
your,ADJ,O
energy,NOUN,O
savings,NOUN,O
with,ADP,O
friends,NOUN,O
.,PUNCT
##END,###,O
The,DET,O
solar,ADJ,O
panel,NOUN,O
",",PUNCT,O
produced,VERB,O
in,ADP,O
Colorado,PROPN,U-GPE
",",PUNCT,O
can,VERB,O
be,VERB,O
attached,VERB,O
to,ADP,O
any,DET,O
window,NOUN,O
or,CONJ,O
sunny,ADJ,O
surface,NOUN,O
.,PUNCT,O
##END,###,O
And,CONJ,O
the,DET,O
kit,NOUN,O
’s,PROPN,O
solar,ADJ,O
module,NOUN,O
can,VERB,O
charge,VERB,O
the,DET,O
system,NOUN,O
’s,PUNCT,O
16-Watt,NUM,O
battery,NOUN,U-PDT
within,ADP,O
four,NUM,O
hours,NOUN,O
.,PUNCT,O
##END,###,O
When,ADV,O
powering,VERB,O
up,PART,O
your,ADJ,O
mobile,ADJ,O
devices,NOUN,O
",",PUNCT,O
the,DET,O
system,NOUN,O
is,VERB,O
capable,ADJ,O
of,ADP,O
charging,VERB,O
them,PRON,O
as,ADV,O
fast,ADV,O
as,ADP,O
a,DET,O
wall,NOUN,O
outlet,NOUN,O
could,VERB,O
",",PUNCT,O
the,DET,O
company,NOUN,O
says,VERB,O
.,PUNCT,O
##END,###,O
In,ADP,O
addition,NOUN,O
",",PUNCT,O
your,ADJ,O
solar,NOUN,O
charging,VERB,O
data,NOUN,O
is,VERB,O
uploaded,VERB,O
online,ADV,O
to,ADP,O
Changers.com,PROPN,U-PDT
where,ADV,O
you,PRON,O
’ll,VERB,O
actually,ADV,O
be,VERB,O
able,ADJ,O
to,PART,O
visualize,VERB,O
your,ADJ,O
energy,NOUN,O
savings,NOUN,O
.,PUNCT,O
##END,###,O
You,PRON,O
can,VERB,O
also,ADV,O
compare,VERB,O
your,ADJ,O
scores,NOUN,O
with,ADP,O
other,ADJ,O
community,NOUN,O
members,NOUN,O
",",PUNCT,O
or,CONJ,O
share,VERB,O
them,PRON,O
with,ADP,O
friends,NOUN,O
on,ADP,O
Facebook,PROPN,U-PDT
and,CONJ,O
Twitter,PROPN,U-PDT
.,PUNCT,O
##END,###,O
Those,DET,O
energy,NOUN,O
savings,NOUN,O
are,VERB,O
turned,VERB,O
into,ADP,O
“,PUNCT,O
##END,###,O
Changer,PROPN,B-PDT
Credits,NOUN,L-PDT
”,PUNCT,O
which,ADJ,O
can,VERB,O
be,VERB,O
spent,VERB,O
at,ADP,O
the,DET,O
company,NOUN,O
’s,PROPN,O
retail,ADJ,O
partners,NOUN,O
.,PUNCT,O
##END,###,O
(,PUNCT,O
At,ADP,O
launch,NOUN,O
",",PUNCT,O
there,ADV,O
’s,X,O
only,ADV,O
one,NUM,O
so,ADV,O
far,ADV,O
:,PUNCT,O
Holstee,PROPN,U-PDT
",",PUNCT,O
which,ADJ,O
sells,VERB,O
goods,NOUN,O
made,VERB,O
with,ADP,O
recycled,ADJ,O
materials,NOUN,O
.,PUNCT,O
##END,###,O
100,NUM,O
Watts,PROPN,U-PDT
gets,VERB,O
you,PRON,O
$,SYM,B-MON
10,NUM,L-MON
on,ADP,O
the,DET,O
site,NOUN,O
),PUNCT,O
.,PUNCT,O
##END,###,O
Changers,NOUN,U-COM
is,VERB,O
now,ADV,O
accepting,VERB,O
pre,NOUN,O
-,PUNCT,O
orders,NOUN,O
for,ADP,O
its,ADJ,O
starter,NOUN,O
kit,NOUN,O
",",PUNCT,O
reasonably,ADV,O
priced,VERB,O
at,ADP,O
$,SYM,B-MON
149,NUM,L-MON
.,PUNCT,O
##END,###,O
Only,ADV,O
a,DET,O
limited,ADJ,O
number,NOUN,O
will,VERB,O
be,VERB,O
available,ADJ,O
at,ADP,O
first,ADJ,O
.,PUNCT,O
 ,SPACE,O
##END,###,O
The,DET,O
company,NOUN,O
was,VERB,O
founded,VERB,O
in,ADP,O
Berlin,PROPN,U-GPE
",",PUNCT,O
but,CONJ,O
is,VERB,O
launching,VERB,O
in,ADP,O
the,DET,O
U.S.,PROPN,U-GPE
to,PART,O
attract,VERB,O
the,DET,O
early,ADJ,O
adopters,NOUN,O
crowd,NOUN,O
.,PUNCT,O
##END,###,O
If,ADP,O
you,PRON,O
’re,VERB,O
like,ADP,O
me,PRON,O
",",PUNCT,O
I,PRON,O
’m,VERB,O
sure,ADJ,O
you,PRON,O
spend,VERB,O
your,ADJ,O
evenings,NOUN,O
idly,ADV,O
stroking,VERB,O
the,DET,O
decommissioned,VERB,O
artillery,NOUN,O
at,ADP,O
the,DET,O
local,ADJ,O
WWII,PROPN,U-EVT
memorial,NOUN,O
",",PUNCT,O
dreaming,VERB,O
of,ADP,O
the,DET,O
day,NOUN,O
you,PRON,O
can,VERB,O
ride,VERB,O
a,DET,O
white,ADJ,O
-,PUNCT,O
hot,ADJ,O
she,PRON,O
ll,VERB,O
over,ADP,O
the,DET,O
heads,NOUN,O
of,ADP,O
your,ADJ,O
friends,NOUN,O
and,CONJ,O
family,NOUN,O
and,CONJ,O
land,NOUN,O
into,ADP,O
a,DET,O
herd,NOUN,O
of,ADP,O
cattle,NOUN,O
",",PUNCT,O
leaving,VERB,O
this,DET,O
world,NOUN,O
in,ADP,O
a,DET,O
blaze,NOUN,O
of,ADP,O
